ProductID,ProductCategoryID,ProductSubcategoryID,Product,color,Sub Category,Category
1,-1,-1,Adjustable Race,Black,Unknown,Unknown
2,-1,-1,Bearing Ball,Black,Unknown,Unknown
3,-1,-1,BB Ball Bearing,Black,Unknown,Unknown
4,-1,-1,Headset Ball Bearings,Black,Unknown,Unknown
316,-1,-1,Blade,Black,Unknown,Unknown
317,-1,-1,LL Crankarm,Black,Unknown,Unknown
318,-1,-1,ML Crankarm,Black,Unknown,Unknown
319,-1,-1,HL Crankarm,Black,Unknown,Unknown
320,-1,-1,Chainring Bolts,Silver,Unknown,Unknown
321,-1,-1,Chainring Nut,Silver,Unknown,Unknown
322,-1,-1,Chainring,Black,Unknown,Unknown
323,-1,-1,Crown Race,Black,Unknown,Unknown
324,-1,-1,Chain Stays,Black,Unknown,Unknown
325,-1,-1,Decal 1,Black,Unknown,Unknown
326,-1,-1,Decal 2,Black,Unknown,Unknown
327,-1,-1,Down Tube,Black,Unknown,Unknown
328,-1,-1,Mountain End Caps,Black,Unknown,Unknown
329,-1,-1,Road End Caps,Black,Unknown,Unknown
330,-1,-1,Touring End Caps,Black,Unknown,Unknown
331,-1,-1,Fork End,Black,Unknown,Unknown
332,-1,-1,Freewheel,Silver,Unknown,Unknown
341,-1,-1,Flat Washer 1,Black,Unknown,Unknown
342,-1,-1,Flat Washer 6,Black,Unknown,Unknown
343,-1,-1,Flat Washer 2,Black,Unknown,Unknown
344,-1,-1,Flat Washer 9,Black,Unknown,Unknown
345,-1,-1,Flat Washer 4,Black,Unknown,Unknown
346,-1,-1,Flat Washer 3,Black,Unknown,Unknown
347,-1,-1,Flat Washer 8,Black,Unknown,Unknown
348,-1,-1,Flat Washer 5,Black,Unknown,Unknown
349,-1,-1,Flat Washer 7,Black,Unknown,Unknown
350,-1,-1,Fork Crown,Black,Unknown,Unknown
351,-1,-1,Front Derailleur Cage,Silver,Unknown,Unknown
352,-1,-1,Front Derailleur Linkage,Silver,Unknown,Unknown
355,-1,-1,Guide Pulley,Black,Unknown,Unknown
356,-1,-1,LL Grip Tape,Black,Unknown,Unknown
357,-1,-1,ML Grip Tape,Black,Unknown,Unknown
358,-1,-1,HL Grip Tape,Black,Unknown,Unknown
359,-1,-1,Thin-Jam Hex Nut 9,Black,Unknown,Unknown
360,-1,-1,Thin-Jam Hex Nut 10,Black,Unknown,Unknown
361,-1,-1,Thin-Jam Hex Nut 1,Black,Unknown,Unknown
362,-1,-1,Thin-Jam Hex Nut 2,Black,Unknown,Unknown
363,-1,-1,Thin-Jam Hex Nut 15,Black,Unknown,Unknown
364,-1,-1,Thin-Jam Hex Nut 16,Black,Unknown,Unknown
365,-1,-1,Thin-Jam Hex Nut 5,Black,Unknown,Unknown
366,-1,-1,Thin-Jam Hex Nut 6,Black,Unknown,Unknown
367,-1,-1,Thin-Jam Hex Nut 3,Black,Unknown,Unknown
368,-1,-1,Thin-Jam Hex Nut 4,Black,Unknown,Unknown
369,-1,-1,Thin-Jam Hex Nut 13,Black,Unknown,Unknown
370,-1,-1,Thin-Jam Hex Nut 14,Black,Unknown,Unknown
371,-1,-1,Thin-Jam Hex Nut 7,Black,Unknown,Unknown
372,-1,-1,Thin-Jam Hex Nut 8,Black,Unknown,Unknown
373,-1,-1,Thin-Jam Hex Nut 12,Black,Unknown,Unknown
374,-1,-1,Thin-Jam Hex Nut 11,Black,Unknown,Unknown
375,-1,-1,Hex Nut 5,Black,Unknown,Unknown
376,-1,-1,Hex Nut 6,Black,Unknown,Unknown
377,-1,-1,Hex Nut 16,Black,Unknown,Unknown
378,-1,-1,Hex Nut 17,Black,Unknown,Unknown
379,-1,-1,Hex Nut 7,Black,Unknown,Unknown
380,-1,-1,Hex Nut 8,Black,Unknown,Unknown
381,-1,-1,Hex Nut 9,Black,Unknown,Unknown
382,-1,-1,Hex Nut 22,Black,Unknown,Unknown
383,-1,-1,Hex Nut 23,Black,Unknown,Unknown
384,-1,-1,Hex Nut 12,Black,Unknown,Unknown
385,-1,-1,Hex Nut 13,Black,Unknown,Unknown
386,-1,-1,Hex Nut 1,Black,Unknown,Unknown
387,-1,-1,Hex Nut 10,Black,Unknown,Unknown
388,-1,-1,Hex Nut 11,Black,Unknown,Unknown
389,-1,-1,Hex Nut 2,Black,Unknown,Unknown
390,-1,-1,Hex Nut 20,Black,Unknown,Unknown
391,-1,-1,Hex Nut 21,Black,Unknown,Unknown
392,-1,-1,Hex Nut 3,Black,Unknown,Unknown
393,-1,-1,Hex Nut 14,Black,Unknown,Unknown
394,-1,-1,Hex Nut 15,Black,Unknown,Unknown
395,-1,-1,Hex Nut 4,Black,Unknown,Unknown
396,-1,-1,Hex Nut 18,Black,Unknown,Unknown
397,-1,-1,Hex Nut 19,Black,Unknown,Unknown
398,-1,-1,Handlebar Tube,Black,Unknown,Unknown
399,-1,-1,Head Tube,Black,Unknown,Unknown
400,-1,-1,LL Hub,Black,Unknown,Unknown
401,-1,-1,HL Hub,Black,Unknown,Unknown
402,-1,-1,Keyed Washer,Black,Unknown,Unknown
403,-1,-1,External Lock Washer 3,Black,Unknown,Unknown
404,-1,-1,External Lock Washer 4,Black,Unknown,Unknown
405,-1,-1,External Lock Washer 9,Black,Unknown,Unknown
406,-1,-1,External Lock Washer 5,Black,Unknown,Unknown
407,-1,-1,External Lock Washer 7,Black,Unknown,Unknown
408,-1,-1,External Lock Washer 6,Black,Unknown,Unknown
409,-1,-1,External Lock Washer 1,Black,Unknown,Unknown
410,-1,-1,External Lock Washer 8,Black,Unknown,Unknown
411,-1,-1,External Lock Washer 2,Black,Unknown,Unknown
412,-1,-1,Internal Lock Washer 3,Black,Unknown,Unknown
413,-1,-1,Internal Lock Washer 4,Black,Unknown,Unknown
414,-1,-1,Internal Lock Washer 9,Black,Unknown,Unknown
415,-1,-1,Internal Lock Washer 5,Black,Unknown,Unknown
416,-1,-1,Internal Lock Washer 7,Black,Unknown,Unknown
417,-1,-1,Internal Lock Washer 6,Black,Unknown,Unknown
418,-1,-1,Internal Lock Washer 10,Black,Unknown,Unknown
419,-1,-1,Internal Lock Washer 1,Black,Unknown,Unknown
420,-1,-1,Internal Lock Washer 8,Black,Unknown,Unknown
421,-1,-1,Internal Lock Washer 2,Black,Unknown,Unknown
422,-1,-1,Thin-Jam Lock Nut 9,Black,Unknown,Unknown
423,-1,-1,Thin-Jam Lock Nut 10,Black,Unknown,Unknown
424,-1,-1,Thin-Jam Lock Nut 1,Black,Unknown,Unknown
425,-1,-1,Thin-Jam Lock Nut 2,Black,Unknown,Unknown
426,-1,-1,Thin-Jam Lock Nut 15,Black,Unknown,Unknown
427,-1,-1,Thin-Jam Lock Nut 16,Black,Unknown,Unknown
428,-1,-1,Thin-Jam Lock Nut 5,Black,Unknown,Unknown
429,-1,-1,Thin-Jam Lock Nut 6,Black,Unknown,Unknown
430,-1,-1,Thin-Jam Lock Nut 3,Black,Unknown,Unknown
431,-1,-1,Thin-Jam Lock Nut 4,Black,Unknown,Unknown
432,-1,-1,Thin-Jam Lock Nut 13,Black,Unknown,Unknown
433,-1,-1,Thin-Jam Lock Nut 14,Black,Unknown,Unknown
434,-1,-1,Thin-Jam Lock Nut 7,Black,Unknown,Unknown
435,-1,-1,Thin-Jam Lock Nut 8,Black,Unknown,Unknown
436,-1,-1,Thin-Jam Lock Nut 12,Black,Unknown,Unknown
437,-1,-1,Thin-Jam Lock Nut 11,Black,Unknown,Unknown
438,-1,-1,Lock Nut 5,Black,Unknown,Unknown
439,-1,-1,Lock Nut 6,Black,Unknown,Unknown
440,-1,-1,Lock Nut 16,Black,Unknown,Unknown
441,-1,-1,Lock Nut 17,Black,Unknown,Unknown
442,-1,-1,Lock Nut 7,Black,Unknown,Unknown
443,-1,-1,Lock Nut 8,Black,Unknown,Unknown
444,-1,-1,Lock Nut 9,Black,Unknown,Unknown
445,-1,-1,Lock Nut 22,Black,Unknown,Unknown
446,-1,-1,Lock Nut 23,Black,Unknown,Unknown
447,-1,-1,Lock Nut 12,Black,Unknown,Unknown
448,-1,-1,Lock Nut 13,Black,Unknown,Unknown
449,-1,-1,Lock Nut 1,Black,Unknown,Unknown
450,-1,-1,Lock Nut 10,Black,Unknown,Unknown
451,-1,-1,Lock Nut 11,Black,Unknown,Unknown
452,-1,-1,Lock Nut 2,Black,Unknown,Unknown
453,-1,-1,Lock Nut 20,Black,Unknown,Unknown
454,-1,-1,Lock Nut 21,Black,Unknown,Unknown
455,-1,-1,Lock Nut 3,Black,Unknown,Unknown
456,-1,-1,Lock Nut 14,Black,Unknown,Unknown
457,-1,-1,Lock Nut 15,Black,Unknown,Unknown
458,-1,-1,Lock Nut 4,Black,Unknown,Unknown
459,-1,-1,Lock Nut 19,Black,Unknown,Unknown
460,-1,-1,Lock Nut 18,Black,Unknown,Unknown
461,-1,-1,Lock Ring,Silver,Unknown,Unknown
462,-1,-1,Lower Head Race,Black,Unknown,Unknown
463,-1,-1,Lock Washer 4,Black,Unknown,Unknown
464,-1,-1,Lock Washer 5,Black,Unknown,Unknown
465,-1,-1,Lock Washer 10,Black,Unknown,Unknown
466,-1,-1,Lock Washer 6,Black,Unknown,Unknown
467,-1,-1,Lock Washer 13,Black,Unknown,Unknown
468,-1,-1,Lock Washer 8,Black,Unknown,Unknown
469,-1,-1,Lock Washer 1,Black,Unknown,Unknown
470,-1,-1,Lock Washer 7,Black,Unknown,Unknown
471,-1,-1,Lock Washer 12,Black,Unknown,Unknown
472,-1,-1,Lock Washer 2,Black,Unknown,Unknown
473,-1,-1,Lock Washer 9,Black,Unknown,Unknown
474,-1,-1,Lock Washer 3,Black,Unknown,Unknown
475,-1,-1,Lock Washer 11,Black,Unknown,Unknown
476,-1,-1,Metal Angle,Black,Unknown,Unknown
477,-1,-1,Metal Bar 1,Black,Unknown,Unknown
478,-1,-1,Metal Bar 2,Black,Unknown,Unknown
479,-1,-1,Metal Plate 2,Black,Unknown,Unknown
480,-1,-1,Metal Plate 1,Black,Unknown,Unknown
481,-1,-1,Metal Plate 3,Black,Unknown,Unknown
482,-1,-1,Metal Sheet 2,Black,Unknown,Unknown
483,-1,-1,Metal Sheet 3,Black,Unknown,Unknown
484,-1,-1,Metal Sheet 7,Black,Unknown,Unknown
485,-1,-1,Metal Sheet 4,Black,Unknown,Unknown
486,-1,-1,Metal Sheet 5,Black,Unknown,Unknown
487,-1,-1,Metal Sheet 6,Black,Unknown,Unknown
488,-1,-1,Metal Sheet 1,Black,Unknown,Unknown
489,-1,-1,Metal Tread Plate,Black,Unknown,Unknown
490,-1,-1,LL Nipple,Black,Unknown,Unknown
491,-1,-1,HL Nipple,Black,Unknown,Unknown
492,-1,-1,Paint - Black,Black,Unknown,Unknown
493,-1,-1,Paint - Red,Black,Unknown,Unknown
494,-1,-1,Paint - Silver,Black,Unknown,Unknown
495,-1,-1,Paint - Blue,Black,Unknown,Unknown
496,-1,-1,Paint - Yellow,Black,Unknown,Unknown
497,-1,-1,Pinch Bolt,Black,Unknown,Unknown
504,-1,-1,Cup-Shaped Race,Black,Unknown,Unknown
505,-1,-1,Cone-Shaped Race,Black,Unknown,Unknown
506,-1,-1,Reflector,Black,Unknown,Unknown
507,-1,-1,LL Mountain Rim,Black,Unknown,Unknown
508,-1,-1,ML Mountain Rim,Black,Unknown,Unknown
509,-1,-1,HL Mountain Rim,Black,Unknown,Unknown
510,-1,-1,LL Road Rim,Black,Unknown,Unknown
511,-1,-1,ML Road Rim,Black,Unknown,Unknown
512,-1,-1,HL Road Rim,Black,Unknown,Unknown
513,-1,-1,Touring Rim,Black,Unknown,Unknown
514,-1,-1,LL Mountain Seat Assembly,Black,Unknown,Unknown
515,-1,-1,ML Mountain Seat Assembly,Black,Unknown,Unknown
516,-1,-1,HL Mountain Seat Assembly,Black,Unknown,Unknown
517,-1,-1,LL Road Seat Assembly,Black,Unknown,Unknown
518,-1,-1,ML Road Seat Assembly,Black,Unknown,Unknown
519,-1,-1,HL Road Seat Assembly,Black,Unknown,Unknown
520,-1,-1,LL Touring Seat Assembly,Black,Unknown,Unknown
521,-1,-1,ML Touring Seat Assembly,Black,Unknown,Unknown
522,-1,-1,HL Touring Seat Assembly,Black,Unknown,Unknown
523,-1,-1,LL Spindle/Axle,Black,Unknown,Unknown
524,-1,-1,HL Spindle/Axle,Black,Unknown,Unknown
525,-1,-1,LL Shell,Black,Unknown,Unknown
526,-1,-1,HL Shell,Black,Unknown,Unknown
527,-1,-1,Spokes,Black,Unknown,Unknown
528,-1,-1,Seat Lug,Black,Unknown,Unknown
529,-1,-1,Stem,Black,Unknown,Unknown
530,-1,-1,Seat Post,Black,Unknown,Unknown
531,-1,-1,Steerer,Black,Unknown,Unknown
532,-1,-1,Seat Stays,Black,Unknown,Unknown
533,-1,-1,Seat Tube,Black,Unknown,Unknown
534,-1,-1,Top Tube,Black,Unknown,Unknown
535,-1,-1,Tension Pulley,Black,Unknown,Unknown
679,-1,-1,Rear Derailleur Cage,Silver,Unknown,Unknown
680,2,14,"HL Road Frame - Black, 58",Black,Road Frames,Components
706,2,14,"HL Road Frame - Red, 58",Red,Road Frames,Components
707,4,31,"Sport-100 Helmet, Red",Red,Helmets,Accessories
708,4,31,"Sport-100 Helmet, Black",Black,Helmets,Accessories
709,3,23,"Mountain Bike Socks, M",White,Socks,Clothing
710,3,23,"Mountain Bike Socks, L",White,Socks,Clothing
711,4,31,"Sport-100 Helmet, Blue",Blue,Helmets,Accessories
712,3,19,AWC Logo Cap,Multi,Caps,Clothing
713,3,21,"Long-Sleeve Logo Jersey, S",Multi,Jerseys,Clothing
714,3,21,"Long-Sleeve Logo Jersey, M",Multi,Jerseys,Clothing
715,3,21,"Long-Sleeve Logo Jersey, L",Multi,Jerseys,Clothing
716,3,21,"Long-Sleeve Logo Jersey, XL",Multi,Jerseys,Clothing
717,2,14,"HL Road Frame - Red, 62",Red,Road Frames,Components
718,2,14,"HL Road Frame - Red, 44",Red,Road Frames,Components
719,2,14,"HL Road Frame - Red, 48",Red,Road Frames,Components
720,2,14,"HL Road Frame - Red, 52",Red,Road Frames,Components
721,2,14,"HL Road Frame - Red, 56",Red,Road Frames,Components
722,2,14,"LL Road Frame - Black, 58",Black,Road Frames,Components
723,2,14,"LL Road Frame - Black, 60",Black,Road Frames,Components
724,2,14,"LL Road Frame - Black, 62",Black,Road Frames,Components
725,2,14,"LL Road Frame - Red, 44",Red,Road Frames,Components
726,2,14,"LL Road Frame - Red, 48",Red,Road Frames,Components
727,2,14,"LL Road Frame - Red, 52",Red,Road Frames,Components
728,2,14,"LL Road Frame - Red, 58",Red,Road Frames,Components
729,2,14,"LL Road Frame - Red, 60",Red,Road Frames,Components
730,2,14,"LL Road Frame - Red, 62",Red,Road Frames,Components
731,2,14,"ML Road Frame - Red, 44",Red,Road Frames,Components
732,2,14,"ML Road Frame - Red, 48",Red,Road Frames,Components
733,2,14,"ML Road Frame - Red, 52",Red,Road Frames,Components
734,2,14,"ML Road Frame - Red, 58",Red,Road Frames,Components
735,2,14,"ML Road Frame - Red, 60",Red,Road Frames,Components
736,2,14,"LL Road Frame - Black, 44",Black,Road Frames,Components
737,2,14,"LL Road Frame - Black, 48",Black,Road Frames,Components
738,2,14,"LL Road Frame - Black, 52",Black,Road Frames,Components
739,2,12,"HL Mountain Frame - Silver, 42",Silver,Mountain Frames,Components
740,2,12,"HL Mountain Frame - Silver, 44",Silver,Mountain Frames,Components
741,2,12,"HL Mountain Frame - Silver, 48",Silver,Mountain Frames,Components
742,2,12,"HL Mountain Frame - Silver, 46",Silver,Mountain Frames,Components
743,2,12,"HL Mountain Frame - Black, 42",Black,Mountain Frames,Components
744,2,12,"HL Mountain Frame - Black, 44",Black,Mountain Frames,Components
745,2,12,"HL Mountain Frame - Black, 48",Black,Mountain Frames,Components
746,2,12,"HL Mountain Frame - Black, 46",Black,Mountain Frames,Components
747,2,12,"HL Mountain Frame - Black, 38",Black,Mountain Frames,Components
748,2,12,"HL Mountain Frame - Silver, 38",Silver,Mountain Frames,Components
749,1,2,"Road-150 Red, 62",Red,Road Bikes,Bikes
750,1,2,"Road-150 Red, 44",Red,Road Bikes,Bikes
751,1,2,"Road-150 Red, 48",Red,Road Bikes,Bikes
752,1,2,"Road-150 Red, 52",Red,Road Bikes,Bikes
753,1,2,"Road-150 Red, 56",Red,Road Bikes,Bikes
754,1,2,"Road-450 Red, 58",Red,Road Bikes,Bikes
755,1,2,"Road-450 Red, 60",Red,Road Bikes,Bikes
756,1,2,"Road-450 Red, 44",Red,Road Bikes,Bikes
757,1,2,"Road-450 Red, 48",Red,Road Bikes,Bikes
758,1,2,"Road-450 Red, 52",Red,Road Bikes,Bikes
759,1,2,"Road-650 Red, 58",Red,Road Bikes,Bikes
760,1,2,"Road-650 Red, 60",Red,Road Bikes,Bikes
761,1,2,"Road-650 Red, 62",Red,Road Bikes,Bikes
762,1,2,"Road-650 Red, 44",Red,Road Bikes,Bikes
763,1,2,"Road-650 Red, 48",Red,Road Bikes,Bikes
764,1,2,"Road-650 Red, 52",Red,Road Bikes,Bikes
765,1,2,"Road-650 Black, 58",Black,Road Bikes,Bikes
766,1,2,"Road-650 Black, 60",Black,Road Bikes,Bikes
767,1,2,"Road-650 Black, 62",Black,Road Bikes,Bikes
